timestamp,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,is_fraud,fraud_probability,drift_factor
2026-07-29T09:49:19.355738,DEBIT,30199.31,18654.67,0,1517.43,41258.91,False,0.0,0.0
2026-07-29T09:49:21.494481,CASH_OUT,21857.47,1572956.06,1551098.58,12942.14,25168.73,False,0.0,0.0
2026-07-29T09:49:23.609548,CASH_OUT,2020.06,7271.7,5251.63,1518.66,12308.55,False,0.0,0.0
2026-07-29T09:49:25.726321,CASH_OUT,7199.67,26258.66,19058.98,47292.45,15686.9,False,0.0,0.0
2026-07-29T09:49:27.840780,TRANSFER,24332.17,369843.2,345511.03,39507.0,27340.43,False,0.0,0.0
2026-07-29T09:49:29.952236,TRANSFER,8348.79,58609.94,50261.16,11000.38,17724.11,False,0.0,0.0
2026-07-29T09:49:32.065465,CASH_OUT,2503.39,12047.62,9544.23,106590.08,17092.02,False,0.0,0.0
2026-07-29T09:49:34.168200,DEBIT,2548.51,54034.49,51485.98,3273.37,37383.12,False,0.0,0.0
2026-07-29T09:49:36.267061,CASH_IN,63471.0,36687.55,0,13722.99,94142.57,False,0.0,0.0
2026-07-29T09:49:38.382359,PAYMENT,43577.44,4937.3,0,2176.73,57395.58,False,0.0,0.0
2026-07-29T09:49:40.495937,DEBIT,260201.12,121324.4,0,635502.6,262526.76,False,0.0,0.0
2026-07-29T09:49:42.609177,CASH_IN,2649.52,44554.87,41905.35,2351.96,103104.5,False,0.0,0.0
2026-07-29T09:49:44.713714,CASH_OUT,32748.21,88972.8,56224.6,1875.08,33358.41,False,0.0,0.0
2026-07-29T09:49:46.820460,CASH_IN,6185.74,26450.89,20265.15,24141.11,8977.9,False,0.0,0.0
2026-07-29T09:49:48.937766,DEBIT,10475.93,1207.92,0,10208.63,33899.63,False,0.0,0.0
2026-07-29T09:49:51.037030,CASH_IN,11992.44,29389.79,17397.35,242633.97,78491.73,False,0.0,0.0
2026-07-29T09:49:53.140585,CASH_OUT,6227.11,18988.09,12760.99,13741.7,6795.57,False,0.0,0.0
2026-07-29T09:49:55.272478,TRANSFER,1171.52,40652.87,39481.35,2079.19,185985.06,False,0.0,0.0
2026-07-29T09:49:57.374807,TRANSFER,23346.49,3625.86,0,23654606.02,39240.75,False,0.0001,0.0
2026-07-29T09:49:59.485328,TRANSFER,3727.78,15612.87,11885.08,784.01,3988.36,False,0.0,0.0
2026-07-29T09:50:01.608468,PAYMENT,26901.98,147655.95,120753.97,2404.96,29008.94,False,0.0,0.0
2026-07-29T09:50:03.715957,DEBIT,1985.52,109622.33,107636.82,4349.32,22081.34,False,0.0,0.0
2026-07-29T09:50:05.816555,CASH_OUT,2317.41,659653.1,657335.69,10714.05,18189.62,False,0.0,0.0
2026-07-29T09:50:07.914080,DEBIT,13572.02,7421572.1,7408000.08,25878.87,183471.35,False,0.0,0.0
2026-07-29T09:50:10.008572,CASH_OUT,2135.4,14772.79,12637.39,20690.04,5457.85,False,0.0,0.0
2026-07-29T09:50:12.131593,TRANSFER,12568.74,33864.81,21296.06,32.25,26017.85,False,0.0,0.0
2026-07-29T09:50:14.225428,CASH_OUT,4843.83,193358.6,188514.77,5142.57,4847.34,False,0.0,0.0
2026-07-29T09:50:16.323194,DEBIT,17717.79,17539.48,0,5488.56,18125.65,False,0.0,0.0
2026-07-29T09:50:18.423062,DEBIT,162563.29,112168.96,0,291.83,175981.47,False,0.0,0.0
2026-07-29T09:50:20.523082,CASH_IN,590.69,4771.1,4180.41,18713.56,24457.59,False,0.0,0.0
2026-07-29T09:50:22.629948,DEBIT,3871.12,105832.42,101961.3,30366.99,18343.5,False,0.0,0.0
2026-07-29T09:50:24.738425,CASH_IN,2347.21,1447.85,0,117.11,24234.17,False,0.0,0.0
2026-07-29T09:50:26.852031,TRANSFER,439.73,40112.58,39672.86,23601.72,864.54,False,0.0,0.0
2026-07-29T09:50:28.947672,TRANSFER,147.34,5670.6,5523.26,3881.72,920.12,False,0.0,0.0
2026-07-29T09:50:31.056013,TRANSFER,33959.95,32919.18,0,13886.82,37796.32,False,0.0,0.0
2026-07-29T09:50:33.165373,DEBIT,4874.73,18346.22,13471.49,14307.51,11525.03,False,0.0,0.0
2026-07-29T09:50:35.266609,PAYMENT,16163.66,372203.41,356039.75,33108.83,23917.42,False,0.0,0.0
2026-07-29T09:50:37.374514,CASH_IN,3860.4,8709.17,4848.77,13296.65,468016.04,False,0.0,0.0
2026-07-29T09:50:39.487436,DEBIT,57530.36,8463.92,0,30034.43,65118.9,False,0.0,0.0
2026-07-29T09:50:41.603582,CASH_OUT,66377.36,50174.02,0,136.84,119985.58,False,0.0,0.0
2026-07-29T09:50:43.726751,TRANSFER,5674.67,135310.35,129635.69,3261.57,149686.98,False,0.0,0.0
2026-07-29T09:50:45.824180,CASH_OUT,37493.26,140624.82,103131.55,2863.46,54313.71,False,0.0,0.0
2026-07-29T09:50:47.963611,TRANSFER,8742.08,32839.8,24097.72,256.79,25022.1,False,0.0,0.0
2026-07-29T09:50:50.066242,CASH_OUT,12473.3,366372.61,353899.31,4020.91,33689.38,False,0.0,0.0
2026-07-29T09:50:52.191536,CASH_IN,964.1,11010.34,10046.24,289017.21,17611.34,False,0.0,0.0
2026-07-29T09:50:54.314022,PAYMENT,3392.04,38206.53,34814.49,16009.6,4122.73,False,0.0,0.0
2026-07-29T09:50:56.433569,TRANSFER,27293.36,20626.84,0,104600.68,27507.7,False,0.0,0.0
2026-07-29T09:50:58.546594,CASH_OUT,10546.43,62195.1,51648.68,11713.52,11685.66,False,0.0,0.0
2026-07-29T09:51:00.646642,CASH_OUT,1524.96,69135.34,67610.38,281700.86,54790.43,False,0.0,0.0
2026-07-29T09:51:02.747575,DEBIT,3555.44,14563.11,11007.67,100263.03,5854.86,False,0.0,0.0
2026-07-29T09:51:04.845943,TRANSFER,1606.0,50954.54,49348.54,41707.09,4657.97,False,0.0,0.0
2026-07-29T09:51:06.968235,DEBIT,2024.24,692484.37,690460.13,2532.5,7023.16,False,0.0,0.0
2026-07-29T09:51:09.085575,PAYMENT,14033.68,260722.14,246688.46,642.6,14119.19,False,0.0,0.0
2026-07-29T09:51:11.197245,DEBIT,5500.97,30759.92,25258.95,118530.35,9632.18,False,0.0,0.0
2026-07-29T09:51:13.294305,DEBIT,1757.77,191.56,0,17601.86,46732.15,False,0.0,0.0
2026-07-29T09:51:15.405730,CASH_IN,20135.57,88397.38,68261.82,7562.57,25742.52,False,0.0,0.0
2026-07-29T09:51:17.494224,DEBIT,8929.5,2273.85,0,1900.09,48710.89,False,0.0,0.0
2026-07-29T09:51:19.603322,CASH_OUT,148.11,1080.05,931.94,2189.24,758.19,False,0.0,0.0
2026-07-29T09:51:21.703739,TRANSFER,233.23,25500.72,25267.49,2721.56,4787.87,False,0.0,0.0
2026-07-29T09:51:23.800792,TRANSFER,18609.15,215570.93,196961.78,131.73,96991.8,False,0.0,0.0
2026-07-29T09:51:25.925591,PAYMENT,1272.2,307492.13,306219.93,42789.4,138716.2,False,0.0,0.0
2026-07-29T09:51:28.011698,DEBIT,53060.36,20587.49,0,7559.29,54883.63,False,0.0,0.0
2026-07-29T09:51:30.137683,DEBIT,2313.04,5615.22,3302.17,2034.72,3374.49,False,0.0,0.0
2026-07-29T09:51:32.242909,DEBIT,520.13,27589.28,27069.15,19338.34,1155.36,False,0.0,0.0
2026-07-29T09:51:34.352988,CASH_IN,6064.04,12204.58,6140.53,1361.18,38546.87,False,0.0,0.0
2026-07-29T09:51:36.470670,CASH_OUT,9889.59,88734.92,78845.32,3981.21,22059.03,False,0.0,0.0
2026-07-29T09:51:38.579671,PAYMENT,16134.63,62306.05,46171.42,500.1,20193.14,False,0.0,0.0
2026-07-29T09:51:40.708252,DEBIT,6276.09,123634.3,117358.21,3084.29,1051994.32,False,0.0,0.0
2026-07-29T09:51:42.823176,TRANSFER,25394.99,93041.2,67646.21,3596.68,43651.17,False,0.0,0.0
2026-07-29T09:51:44.936653,CASH_OUT,7731.29,21158.64,13427.34,50156.65,9491.62,False,0.0,0.0
2026-07-29T09:51:47.047832,PAYMENT,14998.71,318428.2,303429.49,3581.69,17397.5,False,0.0,0.0
2026-07-29T09:51:49.155255,TRANSFER,47138.87,11578.46,0,2316.05,50970.57,False,0.0,0.0
2026-07-29T09:51:51.264920,TRANSFER,1384.22,2444.9,1060.68,4483.17,9992.91,False,0.0,0.0
2026-07-29T09:51:53.382030,CASH_IN,13414.39,946.97,0,13862.57,13915.03,False,0.0,0.0
2026-07-29T09:51:55.481901,PAYMENT,17860.37,120578.26,102717.9,14084.06,93747.45,False,0.0,0.0
2026-07-29T09:51:57.589988,PAYMENT,9150.14,167745.27,158595.13,5983.51,13600.49,False,0.0,0.0
2026-07-29T09:51:59.727765,CASH_OUT,1311.55,22776.44,21464.89,135055.22,1480.14,False,0.0,0.0
2026-07-29T09:52:01.830592,TRANSFER,113975.47,11468.4,0,9575.75,131764.09,False,0.0,0.0
2026-07-29T09:52:03.951517,DEBIT,6607.91,623.3,0,50961.33,8428.96,False,0.0,0.0
2026-07-29T09:52:06.054265,CASH_OUT,194207.23,26430.38,0,1371.04,210870.66,False,0.0,0.0
2026-07-29T09:52:08.166202,TRANSFER,863.18,2192.86,1329.68,7803.3,8005.7,False,0.0,0.0
2026-07-29T09:52:10.277290,CASH_IN,23325.99,484303.85,460977.86,462.44,31551.78,False,0.0,0.0
2026-07-29T09:52:12.375665,PAYMENT,6245.53,68665.25,62419.72,5883.27,7723.51,False,0.0,0.0
2026-07-29T09:52:14.481101,DEBIT,32498.43,207847.59,175349.16,32214.12,33749.93,False,0.0,0.0
2026-07-29T09:52:16.589109,CASH_OUT,11869.13,17303.39,5434.26,432.5,12294.14,False,0.0,0.0
2026-07-29T09:52:18.707367,PAYMENT,12462.65,10042.45,0,7888.98,13936.53,False,0.0,0.0
2026-07-29T09:52:20.816120,CASH_IN,13433.76,321979.95,308546.18,2130.09,25691.6,False,0.0,0.0
2026-07-29T09:52:22.920924,PAYMENT,3479.83,99386.2,95906.37,302.31,33549.38,False,0.0,0.0
2026-07-29T09:52:25.047099,CASH_IN,1671.54,5142.64,3471.1,6802.39,9224.4,False,0.0,0.0
2026-07-29T09:52:27.152759,PAYMENT,1048.59,354365.16,353316.58,1024.53,1484.13,False,0.0,0.0
2026-07-29T09:52:29.263556,DEBIT,255793.43,51969872.53,51714079.1,50004.31,268792.23,False,0.0,0.0
2026-07-29T09:52:31.376893,TRANSFER,1018.05,31165.11,30147.06,8691.1,2706.89,False,0.0,0.0
2026-07-29T09:52:33.497780,DEBIT,77143.3,13456.7,0,244.75,77451.84,False,0.0,0.0
2026-07-29T09:52:35.624850,PAYMENT,9402.54,2460.5,0,4953.21,22023.86,False,0.0,0.0
2026-07-29T09:52:37.741988,DEBIT,2447.55,38121.72,35674.17,71452.23,7294.89,False,0.0,0.0
2026-07-29T09:52:39.873601,CASH_OUT,137257.1,1201.74,0,1146290.28,141845.78,False,0.0,0.0
2026-07-29T09:52:41.992005,CASH_OUT,3326.86,14068.81,10741.94,5448.5,13646.57,False,0.0,0.0
2026-07-29T09:52:44.119198,DEBIT,2236.39,44097.61,41861.22,5001.34,66356.46,False,0.0,0.0
2026-07-29T09:52:46.251624,CASH_OUT,13990.27,9899.27,0,43906.2,77603.18,False,0.0,0.0
2026-07-29T09:52:48.361848,TRANSFER,17085.58,70819.74,53734.16,1383.3,17739.51,False,0.0,0.0
2026-07-29T09:52:50.477718,CASH_OUT,12535.42,48033.45,35498.03,21652.66,18909.69,False,0.0,0.0
2026-07-29T09:52:52.595054,PAYMENT,58062.98,21142.73,0,26022.65,61637.94,False,0.0,0.0
2026-07-29T09:52:54.723107,DEBIT,24104.33,3775.17,0,83.0,28559.75,False,0.0,0.0
2026-07-29T09:52:56.837032,PAYMENT,11989.37,35154.7,23165.33,7475.31,23276.12,False,0.0,0.0
2026-07-29T09:52:58.942957,TRANSFER,69857.72,6864.5,0,1185.45,103135.64,False,0.0,0.0
2026-07-29T09:53:01.058513,DEBIT,37252.84,27140.81,0,1796.89,103271.06,False,0.0,0.0
2026-07-29T09:53:03.160887,DEBIT,8889.1,1820.2,0,102479.18,9734.26,False,0.0,0.0
2026-07-29T09:53:05.267052,DEBIT,19723.13,45539.8,25816.67,3248.08,33038.13,False,0.0,0.0
2026-07-29T09:53:07.374687,CASH_IN,18906.07,3354.53,0,10400.27,20054.25,False,0.0,0.0
2026-07-29T09:53:09.478549,TRANSFER,83.46,524658.78,524575.31,161.3,1458.02,False,0.0,0.0
2026-07-29T09:53:11.588921,CASH_IN,4364.32,143268.54,138904.22,60869.84,23299.52,False,0.0,0.0
2026-07-29T09:53:13.686333,TRANSFER,10839.3,56756.21,45916.91,1676.57,27679.12,False,0.0,0.0
2026-07-29T09:53:15.783127,PAYMENT,18093.94,19918.16,1824.21,149984.09,178996.82,False,0.0,0.0
2026-07-29T09:53:17.890555,PAYMENT,15513.59,2877.07,0,27510.3,27786.55,False,0.0,0.0
2026-07-29T09:53:19.992243,CASH_OUT,30962.66,76040.05,45077.4,55899.61,239803.62,False,0.0,0.0
2026-07-29T09:53:22.099830,DEBIT,27572.42,46505.96,18933.55,317027.0,170758.37,False,0.0,0.0
2026-07-29T09:53:24.188260,CASH_IN,7464.5,5478.51,0,25517.94,14478.22,False,0.0,0.0
2026-07-29T09:53:26.287962,TRANSFER,4182.14,11424.18,7242.03,18529.79,318406.15,False,0.0,0.0
2026-07-29T09:53:28.384046,TRANSFER,7344.47,170876.39,163531.92,4966.17,37819.86,False,0.0,0.0
2026-07-29T09:53:30.510019,CASH_OUT,3821.85,297643.66,293821.8,2815.4,5773.21,False,0.0,0.0
2026-07-29T09:53:32.653785,CASH_OUT,2452.58,83146.06,80693.48,3391.12,65541.12,False,0.0,0.0
2026-07-29T09:53:34.754999,TRANSFER,1166.11,236440.82,235274.7,613.73,7911.36,False,0.0,0.0
2026-07-29T09:53:36.874692,TRANSFER,4193.58,24701.44,20507.86,138052.74,4688.45,False,0.0,0.0
2026-07-29T09:53:38.984026,CASH_IN,2904.39,373741.49,370837.1,2966.28,2915.58,False,0.0,0.0
2026-07-29T09:53:41.103424,DEBIT,755.76,50144.15,49388.39,17370.98,55883.94,False,0.0,0.0
2026-07-29T09:53:43.229823,DEBIT,24051.85,52949.76,28897.91,69977.49,24340.15,False,0.0,0.0
2026-07-29T09:53:45.332104,TRANSFER,48972.65,6264.13,0,8359.39,54434.49,False,0.0,0.0
2026-07-29T09:53:47.442407,TRANSFER,4416.74,6335.5,1918.77,2955.58,8407.22,False,0.0,0.0
2026-07-29T09:53:49.554534,TRANSFER,5471.81,30817.9,25346.09,17116.55,5700.62,False,0.0,0.0
2026-07-29T09:53:51.665745,TRANSFER,4916.0,48897.88,43981.88,369711.82,16329.34,False,0.0,0.0
2026-07-29T09:53:53.769805,PAYMENT,6060.59,112434.41,106373.82,496.13,107896.97,False,0.0,0.0
2026-07-29T09:53:55.874723,DEBIT,578.16,21938.02,21359.86,10007.31,1409.27,False,0.0,0.0
2026-07-29T09:53:57.965887,CASH_OUT,15790.18,6313.92,0,49171.06,22223.67,False,0.0,0.0
2026-07-29T09:54:00.077822,PAYMENT,5219.95,7168.23,1948.28,3808.11,21689.5,False,0.0,0.0
2026-07-29T09:54:02.180546,TRANSFER,26991.61,16057.46,0,106516.93,59958.61,False,0.0,0.0
2026-07-29T09:54:04.293584,CASH_IN,27328.74,150607.27,123278.53,85568.45,61389.66,False,0.0,0.0
2026-07-29T09:54:06.390202,CASH_IN,8499.99,19881.07,11381.08,452.42,46740.54,False,0.0,0.0
2026-07-29T09:54:08.506816,TRANSFER,652.93,135510.93,134858.0,51568.59,12416.9,False,0.0,0.0
2026-07-29T09:54:10.617598,DEBIT,3155.76,70972.25,67816.5,83247.76,11084.44,False,0.0,0.0
2026-07-29T09:54:12.727009,CASH_IN,1276.07,126.32,0,4722.66,3711.77,False,0.0,0.0
2026-07-29T09:54:14.827798,CASH_IN,29324.76,31217.62,1892.87,1920.9,30610.57,False,0.0,0.0
2026-07-29T09:54:16.923874,DEBIT,23101.77,1284.19,0,3848.47,36869.9,False,0.0,0.0
2026-07-29T09:54:19.029014,CASH_OUT,5965.12,838261.95,832296.84,62065.1,261490.45,False,0.0,0.0
2026-07-29T09:54:21.119033,PAYMENT,16970.0,56853.82,39883.82,188659.79,48626.31,False,0.0,0.0
2026-07-29T09:54:23.224337,TRANSFER,25206.94,515.46,0,173158.57,25903.82,False,0.0,0.0
2026-07-29T09:54:25.329597,PAYMENT,6160.58,4859.37,0,1941.57,8442.78,False,0.0,0.0
2026-07-29T09:54:27.432123,CASH_IN,7647.85,222344.24,214696.39,9455.03,10106.58,False,0.0,0.0
2026-07-29T09:54:29.621766,PAYMENT,94519.45,52748.9,0,3318.56,95643.39,False,0.0,0.0
2026-07-29T09:54:31.758773,CASH_OUT,46058.02,14211.02,0,306.53,49857.71,False,0.0,0.0
2026-07-29T09:54:33.887280,PAYMENT,64605.33,35456.71,0,7532.12,66163.73,False,0.0,0.0
2026-07-29T09:54:36.016600,TRANSFER,329.62,12547.76,12218.13,26735.01,6333.73,False,0.0,0.0
2026-07-29T09:54:38.247089,CASH_OUT,6797.02,135307.16,128510.14,56586.24,17340.0,False,0.0,0.0
2026-07-29T09:54:40.343890,TRANSFER,30470.43,2935.58,0,13783.8,31039.85,False,0.0001,0.0
2026-07-29T09:54:42.442547,CASH_IN,2887.97,69707.87,66819.9,923.59,557597.02,False,0.0,0.0
2026-07-29T09:54:44.546558,CASH_OUT,10925.15,295122.76,284197.61,16415.47,22398.65,False,0.0,0.0
2026-07-29T09:54:46.663141,CASH_OUT,7941.09,4419.2,0,10554.15,9685.06,False,0.0001,0.0
2026-07-29T09:54:48.778259,DEBIT,24754.03,28879.71,4125.68,6748.8,66311.08,False,0.0,0.0
2026-07-29T09:54:50.863985,PAYMENT,168414.07,68913.09,0,139.94,269662.33,False,0.0,0.0
2026-07-29T09:54:52.973760,PAYMENT,37716.8,18546.23,0,2123.56,43843.11,False,0.0,0.0
2026-07-29T09:54:55.088243,CASH_IN,21346.41,1210.4,0,705034.05,50599.1,False,0.0,0.0
2026-07-29T09:54:57.190199,CASH_IN,15332.95,15388.56,55.62,644720.35,17171.98,False,0.0,0.0
2026-07-29T09:54:59.286356,CASH_OUT,2281.68,7077.37,4795.68,337.38,9616.67,False,0.0,0.0
2026-07-29T09:55:01.378129,CASH_OUT,15591.29,7670.15,0,262.34,15941.28,False,0.0,0.0
2026-07-29T09:55:03.502519,CASH_IN,2622.52,4119.17,1496.65,9184.07,42320.58,False,0.0,0.0
2026-07-29T09:55:05.603716,CASH_IN,5541.26,60116.04,54574.77,2200.87,21150.88,False,0.0,0.0
2026-07-29T09:55:07.718757,CASH_OUT,4589.94,10442.88,5852.93,504551.29,17083.03,False,0.0,0.0
2026-07-29T09:55:09.819708,CASH_IN,2152.6,22428.66,20276.06,16874.4,102951.39,False,0.0,0.0
2026-07-29T09:55:11.926447,TRANSFER,12028.63,18955.6,6926.97,14951.1,116864.91,False,0.0,0.0
2026-07-29T09:55:14.029041,CASH_IN,110975.9,5271.44,0,2868.52,2526909.78,False,0.0,0.0
2026-07-29T09:55:16.133607,CASH_IN,11360.46,13054.85,1694.4,115.77,19118.54,False,0.0,0.0
2026-07-29T09:55:18.230492,PAYMENT,125913.7,492859.94,366946.24,122.06,127039.31,False,0.0,0.0
2026-07-29T09:55:20.360029,DEBIT,9670.09,17471.93,7801.84,1739.58,13411.91,False,0.0,0.0
2026-07-29T09:55:22.467953,PAYMENT,49419.81,10998.33,0,2154.79,113308.68,False,0.0,0.0
2026-07-29T09:55:24.556670,CASH_IN,709952.67,714102.3,4149.63,2118.22,727259.55,False,0.0,0.0
2026-07-29T09:55:26.663241,DEBIT,28581.73,2016.85,0,1769.05,28914.38,False,0.0,0.01
2026-07-29T09:55:28.783741,PAYMENT,53653.69,618239.97,564586.28,444.94,61707.88,False,0.0,0.01
2026-07-29T09:55:30.902518,DEBIT,65851.51,10036.63,0,301498.87,75262.11,False,0.0,0.01
2026-07-29T09:55:33.023002,CASH_IN,101659.44,1887350.17,1785690.73,4070.21,143969.41,False,0.0,0.02
2026-07-29T09:55:35.136919,DEBIT,54344.76,67390.97,13046.21,651.04,56023.27,False,0.0,0.02
2026-07-29T09:55:37.257263,PAYMENT,52591.47,233015.94,180424.47,101159.08,80012.6,False,0.0,0.02
2026-07-29T09:55:39.369023,CASH_IN,11968.95,8860.12,0,47379.13,32428.49,False,0.0,0.03
2026-07-29T09:55:41.506452,DEBIT,638682.26,194267.13,0,363200.55,1809796.95,False,0.0,0.03
2026-07-29T09:55:43.599885,DEBIT,27326.56,105081.52,77754.95,12408.51,43563.47,False,0.0,0.03
2026-07-29T09:55:45.711396,CASH_IN,299069.24,36274.52,0,11038.45,335799.45,False,0.0,0.04
2026-07-29T09:55:47.834320,CASH_IN,12942.39,462888.7,449946.3,14606.19,338233.22,False,0.0,0.04
2026-07-29T09:55:49.940893,DEBIT,48887.21,112748.02,63860.81,34460.8,60109.56,False,0.0,0.04
2026-07-29T09:55:52.038427,CASH_IN,72016.27,215597.24,143580.98,718.01,137077.04,False,0.0,0.05
2026-07-29T09:55:54.159615,PAYMENT,38624.44,151028.42,112403.98,33139.47,104773.07,False,0.0,0.05
2026-07-29T09:55:56.270232,DEBIT,16216.01,36897.11,20681.11,410.79,30861.33,False,0.0,0.05
2026-07-29T09:55:58.375406,TRANSFER,132020.9,227.05,0,191.19,134259.22,False,0.0,0.06
2026-07-29T09:56:00.493864,DEBIT,62960.35,4712204.2,4649243.85,68647.54,144956.06,False,0.0,0.06
2026-07-29T09:56:02.604625,DEBIT,7381.38,312577.05,305195.67,471.66,8917.67,False,0.0,0.06
2026-07-29T09:56:04.714347,CASH_IN,6293.0,13032.42,6739.42,2499.76,11819.04,False,0.0,0.07
2026-07-29T09:56:06.864140,TRANSFER,159303.12,6052915.25,0,742.25,165063.72,True,0.9999,0.07
2026-07-29T09:56:08.967928,CASH_OUT,15194.52,55691.63,0,2636.9,17402.14,True,0.9999,0.07
2026-07-29T09:56:11.082402,CASH_OUT,1751751.76,18518.09,0,8326.93,1804129.59,False,0.0,0.08
2026-07-29T09:56:13.173987,CASH_IN,37227.34,27293.48,0,11346.71,221873.63,False,0.0,0.08
2026-07-29T09:56:15.276897,TRANSFER,19381.86,3975.05,0,21153.19,356278.81,False,0.0,0.08
2026-07-29T09:56:17.366539,CASH_OUT,97086.86,78169.07,0,10136.81,146595.23,False,0.0,0.09
2026-07-29T09:56:19.477532,DEBIT,32397.3,1534898.57,1502501.27,3261.06,43533.11,False,0.0,0.09
2026-07-29T09:56:21.571960,DEBIT,17081.34,80110.26,63028.92,211.09,39809.71,False,0.0,0.09
2026-07-29T09:56:23.683095,CASH_IN,756616.18,29464.61,0,8191.04,762251.58,False,0.0,0.1
2026-07-29T09:56:25.783609,CASH_IN,4241878.33,1146018.84,0,7920.56,4243337.55,False,0.0,0.1
2026-07-29T09:56:27.890855,CASH_IN,92472.77,203007.76,110534.99,410.57,141770.88,False,0.0,0.1
2026-07-29T09:56:29.995025,DEBIT,12198.22,68156.04,55957.82,34428.58,13864.7,False,0.0,0.11
2026-07-29T09:56:32.119079,CASH_OUT,110223.88,35819.81,0,4197.48,126388.52,False,0.0,0.11
2026-07-29T09:56:34.237790,PAYMENT,90187.91,20435.61,0,32421.78,91837.63,False,0.0,0.11
2026-07-29T09:56:36.359460,DEBIT,113614.24,55647.6,0,208.01,136519.01,False,0.0,0.12
2026-07-29T09:56:38.478839,CASH_IN,153559.4,56754.35,0,3700.07,155271.6,False,0.0,0.12
2026-07-29T09:56:40.566321,CASH_IN,135647.02,1045243.22,909596.19,250.64,135834.89,False,0.0,0.12
2026-07-29T09:56:42.672586,CASH_IN,74140.43,61791.33,0,9094.14,117625.24,False,0.0,0.13
2026-07-29T09:56:44.775032,PAYMENT,18845.58,1622979.53,1604133.95,1589639.96,51411.28,False,0.0004,0.13
2026-07-29T09:56:46.904119,CASH_IN,189924.49,16750.76,0,4408.28,194723.22,False,0.0,0.13
2026-07-29T09:56:49.014789,CASH_OUT,247965.59,56116.45,0,8729.31,331524.06,False,0.0,0.14
2026-07-29T09:56:51.136058,DEBIT,153572.26,205087.79,51515.53,187137.63,171835.43,False,0.0,0.14
2026-07-29T09:56:53.251016,DEBIT,1653087.31,166232.37,0,10612.18,1654176.62,False,0.0,0.14
